citation_name,date_signed,state,effective_date,expiration_date,prohibited_issuing_groups,vaccination_prohibition_groups,vaccination_requirement_details,vaccination_person_exact_term,vaccination_person_definition,vaccination_issuer_exact_term,vaccination_issuer_definition,vaccination_prohibition_exemptions
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – local (not school district),Private business employees,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – local (not school district),Private business employees,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – local (not school district),School workers,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – local (not school district),School workers,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – local (not school district),School workers,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – local (not school district),School workers,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – local (not school district),Visitors to government buildings,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – local (not school district),Visitors to government buildings,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – local (not school district),Visitors to government buildings,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – local (not school district),Visitors to government buildings,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – other,Congregate facility workers,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – other,Congregate facility workers,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – other,Congregate facility workers,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – other,Congregate facility workers,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – other,Government workers,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – other,Government workers,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – other,Government workers,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – other,Government workers,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – other,Healthcare workers,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – other,Healthcare workers,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – other,Healthcare workers,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – other,Healthcare workers,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – other,IHE students,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – other,IHE students,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – other,IHE students,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – other,IHE students,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – other,K-12 students,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – other,K-12 students,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – other,K-12 students,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – other,K-12 students,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – other,Long-term care facility workers,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – other,Long-term care facility workers,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – other,Long-term care facility workers,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – other,Long-term care facility workers,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – other,Patrons of businesses,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – other,Patrons of businesses,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – other,Patrons of businesses,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – other,Patrons of businesses,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – other,Private business employees,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – other,Private business employees,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – other,Private business employees,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – other,Private business employees,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – other,School workers,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – other,School workers,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – other,School workers,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – other,School workers,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – other,Visitors to government buildings,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – other,Visitors to government buildings,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – other,Visitors to government buildings,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – other,Visitors to government buildings,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – state education department,IHE students,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – state education department,IHE students,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – state education department,IHE students,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – state education department,IHE students,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
